"year","ncessch","school_name","state_name","lea_name","school_level","school_type","charter","free_lunch","reduced_price_lunch","free_or_reduced_price_lunch","enrollment","direct_certification","enrollment_crdc","students_susp_in_sch","students_susp_out_sch_single","students_susp_out_sch_multiple","expulsions_no_ed_serv","expulsions_with_ed_serv","expulsions_zero_tolerance","students_corporal_punish","students_arrested","students_referred_law_enforce","students_mech_restraint","students_phys_restraint","students_seclusion"
"2016","110000500219","Cesar Chavez PCS for Public Policy Capitol Hill","District of Columbia","Cesar Chavez PCS for Public Policy","High","Regular school","Yes","","","","332","164","","","","","","","","","","","","",""
"2016","110000500328","Cesar Chavez PCS for Public Policy Parkside Middle","District of Columbia","Cesar Chavez PCS for Public Policy","Middle","Regular school","Yes","","","","278","199","","","","","","","","","","","","",""
"2016","110000500377","Cesar Chavez PCS for Public Policy Chavez Prep","District of Columbia","Cesar Chavez PCS for Public Policy","Other","Regular school","Yes","","","","306","144","","","","","","","","","","","","",""
"2016","110000500456","Cesar Chavez PCS for Public Policy Parkside High","District of Columbia","Cesar Chavez PCS for Public Policy","High","Regular school","Yes","","","","359","200","","","","","","","","","","","","",""
"2016","110000800338","Friendship PCS Collegiate Academy","District of Columbia","Friendship PCS","High","Regular school","Yes","","","","751","363","","","","","","","","","","","","",""
"2016","110000800382","Friendship PCS Southeast Academy","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","553","394","","","","","","","","","","","","",""
"2016","110000800422","Friendship PCSTechnology Preparatory Academy Middle","District of Columbia","Friendship PCS","Middle","Regular school","Yes","","","","257","174","","","","","","","","","","","","",""
"2016","110000800478","Friendship PCS Blow Pierce Middle","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","230","151","","","","","","","","","","","","",""
"2016","110000800479","Friendship PCS Blow Pierce Elementary","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","388","289","","","","","","","","","","","","",""
"2016","110000800480","Friendship PCS Chamberlain Elementary","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","387","221","","","","","","","","","","","","",""
"2016","110000800481","Friendship PCS Woodridge Middle","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","199","60","","","","","","","","","","","","",""
"2016","110000800482","Friendship PCS Woodridge Elementary","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","305","99","","","","","","","","","","","","",""
"2016","110000800483","Friendship PCS Chamberlain Middle","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","330","185","","","","","","","","","","","","",""
"2016","110000800495","Friendship PCS Online","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","145","66","","","","","","","","","","","","",""
"2016","110000800496","Friendship PCS Technology Preparatory Academy High","District of Columbia","Friendship PCS","High","Regular school","Yes","","","","233","139","","","","","","","","","","","","",""
"2016","110000800497","Friendship PCS Armstrong","District of Columbia","Friendship PCS","Primary","Regular school","Yes","","","","438","230","","","","","","","","","","","","",""
"2016","110000900223","Elsie Whitlow Stokes Community Freedom PCS","District of Columbia","Elsie Whitlow Stokes Community Freedom PCS","Primary","Regular school","Yes","","","","350","45","","","","","","","","","","","","",""
"2016","110001100225","Perry Street Preparatory PCS","District of Columbia","Perry Street Preparatory PCS","Primary","Regular school","Yes","","","","306","157","","","","","","","","","","","","",""
"2016","110001200401","Ideal Academy PCS","District of Columbia","Ideal Academy PCS","Primary","Regular school","Yes","","","","300","120","","","","","","","","","","","","",""
"2016","110001300227","IDEA PCS","District of Columbia","IDEA PCS","High","Regular school","Yes","","","","262","131","","","","","","","","","","","","",""
"2016","110001400391","Maya Angelou PCS High School","District of Columbia","Maya Angelou PCS","High","Other/alternative school","Yes","","","","209","141","","","","","","","","","","","","",""
"2016","110001500229","Meridian PCS","District of Columbia","Meridian PCS","Primary","Regular school","Yes","","","","692","306","","","","","","","","","","","","",""
"2016","110001900324","Washington Latin PCS Middle School","District of Columbia","Washington Latin PCS","Middle","Regular school","Yes","","","","362","11","","","","","","","","","","","","",""
"2016","110001900423","Washington Latin PCS Upper School","District of Columbia","Washington Latin PCS","High","Regular school","Yes","","","","335","26","","","","","","","","","","","","",""
"2016","110002000234","Roots PCS","District of Columbia","Roots PCS","Primary","Regular school","Yes","","","","118","49","","","","","","","","","","","","",""
"2016","110002200236","SEED PCS of Washington DC","District of Columbia","SEED PCS of Washington DC","Other","Regular school","Yes","","","","361","206","","","","","","","","","","","","",""
"2016","110002600240","Washington Mathematics Science Technology PCHS","District of Columbia","Washington Mathematics Science Technology PCHS","High","Regular school","Yes","","","","278","157","","","","","","","","","","","","",""
"2016","110002900245","Cedar Tree Academy PCS","District of Columbia","Cedar Tree Academy PCS","Primary","Regular school","Yes","","","","385","274","","","","","","","","","","","","",""
"2016","110003000001","Murch ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","572","10","","","","","","","","","","","","",""
"2016","110003000002","Moten ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","405","340","","","","","","","","","","","","",""
"2016","110003000004","Miner ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","384","254","","","","","","","","","","","","",""
"2016","110003000008","Roosevelt HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","668","233","","","","","","","","","","","","",""
"2016","110003000011","Takoma EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","468","207","","","","","","","","","","","","",""
"2016","110003000013","Stanton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","520","441","","","","","","","","","","","","",""
"2016","110003000016","Duke Ellington School of the Arts","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","537","90","","","","","","","","","","","","",""
"2016","110003000019","Sousa MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","255","176","","","","","","","","","","","","",""
"2016","110003000024","Seaton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","341","144","","","","","","","","","","","","",""
"2016","110003000025","Savoy ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","315","249","","","","","","","","","","","","",""
"2016","110003000027","Ross ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","171","9","","","","","","","","","","","","",""
"2016","110003000029","Randle Highlands ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","333","190","","","","","","","","","","","","",""
"2016","110003000030","Shepherd ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","361","48","","","","","","","","","","","","",""
"2016","110003000032","Marie Reed ES at MacFarland","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","398","135","","","","","","","","","","","","",""
"2016","110003000033","Raymond EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","613","276","","","","","","","","","","","","",""
"2016","110003000034","Maury ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","387","31","","","","","","","","","","","","",""
"2016","110003000035","Mann ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","379","7","","","","","","","","","","","","",""
"2016","110003000036","Malcolm X ES at Green","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","237","193","","","","","","","","","","","","",""
"2016","110003000037","Ludlow Taylor ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","373","93","","","","","","","","","","","","",""
"2016","110003000041","Leckie ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","553","229","","","","","","","","","","","","",""
"2016","110003000042","LaSalle Backus EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","369","191","","","","","","","","","","","","",""
"2016","110003000044","Langdon ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","323","164","","","","","","","","","","","","",""
"2016","110003000045","Lafayette ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","761","17","","","","","","","","","","","","",""
"2016","110003000048","Watkins ES Capitol Hill Cluster","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","436","87","","","","","","","","","","","","",""
"2016","110003000049","Thomas ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","409","295","","","","","","","","","","","","",""
"2016","110003000050","Stoddert ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","435","17","","","","","","","","","","","","",""
"2016","110003000054","Simon ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","276","193","","","","","","","","","","","","",""
"2016","110003000055","Woodson H D HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","634","382","","","","","","","","","","","","",""
"2016","110003000062","J O Wilson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","495","223","","","","","","","","","","","","",""
"2016","110003000064","Smothers ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","253","195","","","","","","","","","","","","",""
"2016","110003000065","Whittier EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","341","184","","","","","","","","","","","","",""
"2016","110003000067","West EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","315","118","","","","","","","","","","","","",""
"2016","110003000068","Wheatley EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","321","244","","","","","","","","","","","","",""
"2016","110003000070","Walker Jones EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","451","340","","","","","","","","","","","","",""
"2016","110003000072","Tyler ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","514","167","","","","","","","","","","","","",""
"2016","110003000073","Turner ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","484","401","","","","","","","","","","","","",""
"2016","110003000074","Tubman ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","542","289","","","","","","","","","","","","",""
"2016","110003000075","Truesdell EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","679","374","","","","","","","","","","","","",""
"2016","110003000076","Thomson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","314","131","","","","","","","","","","","","",""
"2016","110003000078","Eastern HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","818","452","","","","","","","","","","","","",""
"2016","110003000079","Dunbar HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","584","335","","","","","","","","","","","","",""
"2016","110003000081","Coolidge HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","346","140","","","","","","","","","","","","",""
"2016","110003000082","Cardozo EC","District of Columbia","District of Columbia Public Schools","Other","Regular school","No","","","","797","291","","","","","","","","","","","","",""
"2016","110003000084","Ballou HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","930","635","","","","","","","","","","","","",""
"2016","110003000085","Anacostia HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","449","330","","","","","","","","","","","","",""
"2016","110003000096","Eaton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","477","24","","","","","","","","","","","","",""
"2016","110003000097","Drew ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","253","185","","","","","","","","","","","","",""
"2016","110003000100","H D Cooke ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","420","216","","","","","","","","","","","","",""
"2016","110003000102","King M L ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","374","315","","","","","","","","","","","","",""
"2016","110003000103","Cleveland ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","321","144","","","","","","","","","","","","",""
"2016","110003000106","Burrville ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","325","221","","","","","","","","","","","","",""
"2016","110003000107","Burroughs ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","290","123","","","","","","","","","","","","",""
"2016","110003000110","Bruce Monroe ES at Park View","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","473","208","","","","","","","","","","","","",""
"2016","110003000111","Bunker Hill ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","195","89","","","","","","","","","","","","",""
"2016","110003000112","Brightwood EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","755","350","","","","","","","","","","","","",""
"2016","110003000113","Brent ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","404","24","","","","","","","","","","","","",""
"2016","110003000118","Beers ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","464","262","","","","","","","","","","","","",""
"2016","110003000119","Barnard ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","649","302","","","","","","","","","","","","",""
"2016","110003000120","Bancroft ES at Sharpe","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","530","183","","","","","","","","","","","","",""
"2016","110003000121","Amidon Bowen ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","350","241","","","","","","","","","","","","",""
"2016","110003000122","Aiton ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","251","199","","","","","","","","","","","","",""
"2016","110003000125","Powell ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","534","217","","","","","","","","","","","","",""
"2016","110003000126","Plummer ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","391","296","","","","","","","","","","","","",""
"2016","110003000131","School Without Walls HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","585","49","","","","","","","","","","","","",""
"2016","110003000133","Wilson HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","1750","184","","","","","","","","","","","","",""
"2016","110003000135","Hart MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","349","291","","","","","","","","","","","","",""
"2016","110003000138","Deal MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","1477","87","","","","","","","","","","","","",""
"2016","110003000143","Kramer MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","193","162","","","","","","","","","","","","",""
"2016","110003000144","Johnson John Hayden MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","252","195","","","","","","","","","","","","",""
"2016","110003000149","School Without Walls at Francis Stevens","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","471","85","","","","","","","","","","","","",""
"2016","110003000151","Eliot Hine MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","200","124","","","","","","","","","","","","",""
"2016","110003000152","Browne EC","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","309","214","","","","","","","","","","","","",""
"2016","110003000153","Benjamin Banneker HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","482","88","","","","","","","","","","","","",""
"2016","110003000156","Peabody ES Capitol Hill Cluster","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","231","16","","","","","","","","","","","","",""
"2016","110003000157","Payne ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","300","144","","","","","","","","","","","","",""
"2016","110003000158","Patterson ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","394","347","","","","","","","","","","","","",""
"2016","110003000160","Oyster Adams Bilingual School","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","674","59","","","","","","","","","","","","",""
"2016","110003000161","Orr ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","408","305","","","","","","","","","","","","",""
"2016","110003000163","Nalle ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","391","283","","","","","","","","","","","","",""
"2016","110003000164","Noyes ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","197","143","","","","","","","","","","","","",""
"2016","110003000165","Garfield ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","301","233","","","","","","","","","","","","",""
"2016","110003000171","Garrison ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","253","106","","","","","","","","","","","","",""
"2016","110003000173","Kimball ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","372","301","","","","","","","","","","","","",""
"2016","110003000174","Key ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","397","7","","","","","","","","","","","","",""
"2016","110003000176","Ketcham ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","309","264","","","","","","","","","","","","",""
"2016","110003000179","Janney ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","722","3","","","","","","","","","","","","",""
"2016","110003000180","Hyde Addison ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","329","23","","","","","","","","","","","","",""
"2016","110003000181","Houston ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","299","219","","","","","","","","","","","","",""
"2016","110003000182","Hendley ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","445","415","","","","","","","","","","","","",""
"2016","110003000183","Hearst ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","312","16","","","","","","","","","","","","",""
"2016","110003000185","C W  Harris ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","285","210","","","","","","","","","","","","",""
"2016","110003000186","Hardy MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","374","82","","","","","","","","","","","","",""
"2016","110003000191","Stuart Hobson MS Capitol Hill Cluster","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","431","118","","","","","","","","","","","","",""
"2016","110003000198","Luke Moore Alternative HS","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","","","","266","167","","","","","","","","","","","","",""
"2016","110003000203","Tuition Grant DCPS Non Public","District of Columbia","District of Columbia Public Schools","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","",""
"2016","110003000207","Ballou STAY","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","466","236","","","","","","","","","","","","",""
"2016","110003000264","Roosevelt STAY","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","613","143","","","","","","","","","","","","",""
"2016","110003000265","Residential Schools","District of Columbia","District of Columbia Public Schools","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","",""
"2016","110003000266","Lashawn DCPS Non Public","District of Columbia","District of Columbia Public Schools","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","",""
"2016","110003000267","McKinley Technology HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","619","184","","","","","","","","","","","","",""
"2016","110003000271","Child and Family Services Regular Ed","District of Columbia","District of Columbia Public Schools","Missing/not reported","Other/alternative school","No","","","","","","","","","","","","","","","","","",""
"2016","110003000272","Kelly Miller MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","449","307","","","","","","","","","","","","",""
"2016","110003000297","Pre-K Incentive Program","District of Columbia","District of Columbia Public Schools","Missing/not reported","Regular school","No","","","","","","","","","","","","","","","","","",""
"2016","110003000396","Columbia Heights EC","District of Columbia","District of Columbia Public Schools","Other","Regular school","No","","","","1336","426","","","","","","","","","","","","",""
"2016","110003000397","Washington Metropolitan HS","District of Columbia","District of Columbia Public Schools","High","Other/alternative school","No","","","","125","93","","","","","","","","","","","","",""
"2016","110003000407","Phelps Architecture Construction and Engineering HS","District of Columbia","District of Columbia Public Schools","High","Regular school","No","","","","328","130","","","","","","","","","","","","",""
"2016","110003000445","Langley ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","284","163","","","","","","","","","","","","",""
"2016","110003000446","Capitol Hill Montessori School at Logan","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","361","49","","","","","","","","","","","","",""
"2016","110003000453","Jefferson Middle School Academy","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","305","168","","","","","","","","","","","","",""
"2016","110003000466","School Within School at Goding","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","307","13","","","","","","","","","","","","",""
"2016","110003000470","McKinley MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","213","119","","","","","","","","","","","","",""
"2016","110003000494","Brookland MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","254","128","","","","","","","","","","","","",""
"2016","110003000504","Dorothy I Height ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","518","199","","","","","","","","","","","","",""
"2016","110003000505","Van Ness ES","District of Columbia","District of Columbia Public Schools","Primary","Regular school","No","","","","171","35","","","","","","","","","","","","",""
"2016","110003000506","River Terrace EC","District of Columbia","District of Columbia Public Schools","Other","Special education school","No","","","","131","58","","","","","","","","","","","","",""
"2016","110003000511","MacFarland MS","District of Columbia","District of Columbia Public Schools","Middle","Regular school","No","","","","69","31","","","","","","","","","","","","",""
"2016","110003000512","Ron Brown College Preparatory High School","District of Columbia","District of Columbia Public Schools","Other","Regular school","No","","","","105","46","","","","","","","","","","","","",""
"2016","110003100246","KIPP DC KEY Academy PCS","District of Columbia","KIPP DC PCS","Middle","Regular school","Yes","","","","337","149","","","","","","","","","","","","",""
"2016","110003100375","KIPP DC LEAP Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","198","117","","","","","","","","","","","","",""
"2016","110003100376","KIPP DC WILL Academy PCS","District of Columbia","KIPP DC PCS","Middle","Regular school","Yes","","","","346","133","","","","","","","","","","","","",""
"2016","110003100381","KIPP DC AIM Academy PCS","District of Columbia","KIPP DC PCS","Middle","Regular school","Yes","","","","373","203","","","","","","","","","","","","",""
"2016","110003100419","KIPP DC PCS Promise Academy","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","525","289","","","","","","","","","","","","",""
"2016","110003100421","KIPP DC College Preparatory Academy PCS","District of Columbia","KIPP DC PCS","High","Regular school","Yes","","","","594","251","","","","","","","","","","","","",""
"2016","110003100427","KIPP DC Discover Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","352","217","","","","","","","","","","","","",""
"2016","110003100432","KIPP DC Grow Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","328","158","","","","","","","","","","","","",""
"2016","110003100452","KIPP DC Heights Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","461","268","","","","","","","","","","","","",""
"2016","110003100463","KIPP DC Lead Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","418","171","","","","","","","","","","","","",""
"2016","110003100468","KIPP DC Connect Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","325","179","","","","","","","","","","","","",""
"2016","110003100469","KIPP DC Spring Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","335","183","","","","","","","","","","","","",""
"2016","110003100486","KIPP DC Valor Academy PCS","District of Columbia","KIPP DC PCS","Middle","Regular school","Yes","","","","223","117","","","","","","","","","","","","",""
"2016","110003100487","KIPP DC Northeast Academy PCS","District of Columbia","KIPP DC PCS","Middle","Regular school","Yes","","","","326","175","","","","","","","","","","","","",""
"2016","110003100488","KIPP DC Quest Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","365","201","","","","","","","","","","","","",""
"2016","110003100489","KIPP DC Arts and Technology Academy PCS","District of Columbia","KIPP DC PCS","Primary","Regular school","Yes","","","","277","148","","","","","","","","","","","","",""
"2016","110003200247","Latin American Montessori Bilingual PCS","District of Columbia","Latin American Montessori Bilingual PCS","Primary","Regular school","Yes","","","","426","42","","","","","","","","","","","","",""
"2016","110003400249","Thurgood Marshall Academy PCS","District of Columbia","Thurgood Marshall Academy PCS","High","Regular school","Yes","","","","388","186","","","","","","","","","","","","",""
"2016","110003500253","Capital City PCS Lower","District of Columbia","Capital City PCS","Primary","Regular school","Yes","","","","325","92","","","","","","","","","","","","",""
"2016","110003500464","Capital City PCS Middle","District of Columbia","Capital City PCS","Middle","Regular school","Yes","","","","325","96","","","","","","","","","","","","",""
"2016","110003500475","Capital City PCS High","District of Columbia","Capital City PCS","High","Regular school","Yes","","","","333","101","","","","","","","","","","","","",""
"2016","110003900257","Paul PCS Middle School","District of Columbia","Paul PCS","Middle","Regular school","Yes","","","","242","83","","","","","","","","","","","","",""
"2016","110003900477","Paul PCS International High School","District of Columbia","Paul PCS","High","Regular school","Yes","","","","487","183","","","","","","","","","","","","",""
"2016","110004200273","DC Bilingual PCS","District of Columbia","DC Bilingual PCS","Primary","Regular school","Yes","","","","410","147","","","","","","","","","","","","",""
"2016","110004300274","EL Haynes PCS Middle","District of Columbia","E.L. Haynes PCS","Middle","Regular school","Yes","","","","348","141","","","","","","","","","","","","",""
"2016","110004300433","EL Haynes PCS High","District of Columbia","E.L. Haynes PCS","High","Regular school","Yes","","","","450","167","","","","","","","","","","","","",""
"2016","110004300472","EL Haynes PCS Elementary","District of Columbia","E.L. Haynes PCS","Primary","Regular school","Yes","","","","345","108","","","","","","","","","","","","",""
"2016","110004400275","Mary McLeod Bethune Day Academy PCS","District of Columbia","Mary McLeod Bethune Day Academy PCS","Primary","Regular school","Yes","","","","403","231","","","","","","","","","","","","",""
"2016","110004500279","Two Rivers PCS 4th St","District of Columbia","Two Rivers PCS","Primary","Regular school","Yes","","","","527","120","","","","","","","","","","","","",""
"2016","110004500498","Two Rivers PCS Young","District of Columbia","Two Rivers PCS","Primary","Regular school","Yes","","","","226","43","","","","","","","","","","","","",""
"2016","110004800277","DC Preparatory Academy PCS Edgewood Middle","District of Columbia","DC Prep PCS","Primary","Regular school","Yes","","","","330","113","","","","","","","","","","","","",""
"2016","110004800387","DC Preparatory Academy PCS Benning Elementary","District of Columbia","DC Prep PCS","Primary","Regular school","Yes","","","","449","248","","","","","","","","","","","","",""
"2016","110004800388","DC Preparatory Academy PCS Edgewood Elementary","District of Columbia","DC Prep PCS","Primary","Regular school","Yes","","","","447","181","","","","","","","","","","","","",""
"2016","110004800474","DC Preparatory Academy PCS Benning Middle","District of Columbia","DC Prep PCS","Primary","Regular school","Yes","","","","281","126","","","","","","","","","","","","",""
"2016","110004800501","DC Preparatory Academy PCS Anacostia Elementary","District of Columbia","DC Prep PCS","Primary","Regular school","Yes","","","","203","122","","","","","","","","","","","","",""
"2016","110004900278","Eagle Academy PCS Congress Heights","District of Columbia","Eagle Academy PCS","Primary","Regular school","Yes","","","","734","484","","","","","","","","","","","","",""
"2016","110004900434","Eagle Academy PCS Capitol Riverfront","District of Columbia","Eagle Academy PCS","Primary","Regular school","Yes","","","","145","76","","","","","","","","","","","","",""
"2016","110005100301","Hope Community PCS Lamond","District of Columbia","Hope Community PCS","Primary","Regular school","Yes","","","","321","131","","","","","","","","","","","","",""
"2016","110005100386","Hope Community PCS Tolson","District of Columbia","Hope Community PCS","Primary","Regular school","Yes","","","","561","302","","","","","","","","","","","","",""
"2016","110005300428","William E Doar PCS NW Soldiers Home","District of Columbia","City Arts & Prep PCS","Missing/not reported","Regular school","Yes","","","","","","","","","","","","","","","","","",""
"2016","110005300455","City Arts and Prep PCS","District of Columbia","City Arts & Prep PCS","Primary","Regular school","Yes","","","","522","286","","","","","","","","","","","","",""
"2016","110005400304","AppleTree Early Learning Center PCS Columbia Heights","District of Columbia","AppleTree Early Learning PCS","Primary","Regular school","Yes","","","","160","53","","","","","","","","","","","","",""
"2016","110005400413","AppleTree Early Learning Center PCS Southwest","District of Columbia","AppleTree Early Learning PCS","Primary","Regular school","Yes","","","","108","52","","","","","","","","","","","","",""
"2016","110005400435","AppleTree Early Learning Center PCS Oklahoma Avenue","District of Columbia","AppleTree Early Learning PCS","Primary","Regular school","Yes","","","","134","71","","","","","","","","","","","","",""
"2016","110005400447","AppleTree Early Learning Center PCS Southeast","District of Columbia","AppleTree Early Learning PCS","Primary","Regular school","Yes","","","","169","117","","","","","","","","","","","","",""
"2016","110005400448","AppleTree Early Learning Center PCS Lincoln Park","District of Columbia","AppleTree Early Learning PCS","Primary","Regular school","Yes","","","","60","6","","","","","","","","","","","","",""
